,decade,country,tried,executed,min_decade,max_tried,battle,decade_t,mortality,size_1,size_2,text_country,text_decade,decade_hov,decade_name_hov,country_hov,tried_hov,executed_hov,mortal_hov
692,1500,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
693,1510,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
694,1520,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
695,1530,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
696,1540,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
697,1550,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
698,1560,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
699,1570,Ireland,39.0,0.0,1320.0,52.0,0.0,,0.0,3.523362819972964,1.5,,,1570.0,1570–1579,Ireland,39.0,0.0,0.0
700,1580,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
701,1590,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
702,1600,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
703,1610,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
704,1620,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
705,1630,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
706,1640,Ireland,0.0,0.0,1320.0,52.0,17.0,,,0.0,0.0,,,,,,,,
707,1650,Ireland,0.0,0.0,1320.0,52.0,5.0,,,0.0,0.0,,,,,,,,
708,1660,Ireland,1.0,0.0,1320.0,52.0,0.0,,0.0,0.5641895835477563,1.5,,,1660.0,1660–1669,Ireland,1.0,0.0,0.0
709,1670,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
710,1680,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
711,1690,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
712,1700,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
713,1710,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
714,1720,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
715,1730,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
716,1740,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
717,1750,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
718,1760,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
719,1770,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
720,1780,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
721,1790,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
722,1800,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
723,1810,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
724,1820,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
725,1830,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
726,1840,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
727,1850,Ireland,0.0,0.0,1320.0,52.0,0.0,,,0.0,0.0,,,,,,,,
728,1300,Netherlands,0.0,0.0,1320.0,358.0,0.0,,,0.0,0.0,,,,,,,,
729,1310,Netherlands,0.0,0.0,1320.0,358.0,0.0,,,0.0,0.0,,,,,,,,
730,1320,Netherlands,1.0,0.0,1320.0,358.0,0.0,,0.0,0.5641895835477563,1.5,,,1320.0,1320–1329,Netherlands,1.0,0.0,0.0
731,1330,Netherlands,0.0,0.0,1320.0,358.0,0.0,,,0.0,0.0,,,,,,,,
732,1340,Netherlands,0.0,0.0,1320.0,358.0,0.0,,,0.0,0.0,,,,,,,,
733,1350,Netherlands,0.0,0.0,1320.0,358.0,0.0,,,0.0,0.0,,,,,,,,
734,1360,Netherlands,0.0,0.0,1320.0,358.0,0.0,,,0.0,0.0,,,,,,,,
735,1370,Netherlands,3.0,0.0,1320.0,358.0,0.0,,0.0,0.9772050238058398,1.5,,,1370.0,1370–1379,Netherlands,3.0,0.0,0.0
736,1380,Netherlands,0.0,0.0,1320.0,358.0,0.0,,,0.0,0.0,,,,,,,,
737,1390,Netherlands,0.0,0.0,1320.0,358.0,0.0,,,0.0,0.0,,,,,,,,
738,1400,Netherlands,3.0,0.0,1320.0,358.0,0.0,,0.0,0.9772050238058398,1.5,,,1400.0,1400–1409,Netherlands,3.0,0.0,0.0
739,1410,Netherlands,1.0,0.0,1320.0,358.0,0.0,,0.0,0.5641895835477563,1.5,,,1410.0,1410–1419,Netherlands,1.0,0.0,0.0
740,1420,Netherlands,2.0,0.0,1320.0,358.0,0.0,,0.0,0.7978845608028654,1.5,,,1420.0,1420–1429,Netherlands,2.0,0.0,0.0
741,1430,Netherlands,0.0,0.0,1320.0,358.0,0.0,,,0.0,0.0,,,,,,,,
742,1440,Netherlands,6.0,0.0,1320.0,358.0,0.0,,0.0,1.381976597885342,1.5,,,1440.0,1440–1449,Netherlands,6.0,0.0,0.0
743,1450,Netherlands,3.0,0.0,1320.0,358.0,0.0,,0.0,0.9772050238058398,1.5,,,1450.0,1450–1459,Netherlands,3.0,0.0,0.0
744,1460,Netherlands,3.0,0.0,1320.0,358.0,0.0,,0.0,0.9772050238058398,1.5,,,1460.0,1460–1469,Netherlands,3.0,0.0,0.0
745,1470,Netherlands,2.0,1.0,1320.0,358.0,0.0,,0.5,0.7978845608028654,1.5,,,1470.0,1470–1479,Netherlands,2.0,1.0,0.5
746,1480,Netherlands,0.0,0.0,1320.0,358.0,0.0,,,0.0,0.0,,,,,,,,
747,1490,Netherlands,5.0,0.0,1320.0,358.0,0.0,,0.0,1.2615662610100802,1.5,,,1490.0,1490–1499,Netherlands,5.0,0.0,0.0
748,1500,Netherlands,3.0,0.0,1320.0,358.0,0.0,,0.0,0.9772050238058398,1.5,,,1500.0,1500–1509,Netherlands,3.0,0.0,0.0
749,1510,Netherlands,1.0,0.0,1320.0,358.0,0.0,,0.0,0.5641895835477563,1.5,,,1510.0,1510–1519,Netherlands,1.0,0.0,0.0
750,1520,Netherlands,3.0,0.0,1320.0,358.0,0.0,,0.0,0.9772050238058398,1.5,,,1520.0,1520–1529,Netherlands,3.0,0.0,0.0
751,1530,Netherlands,7.0,1.0,1320.0,358.0,0.0,,0.14285714285714285,1.4927053303604616,1.5,,,1530.0,1530–1539,Netherlands,7.0,1.0,0.14285714285714285
752,1540,Netherlands,18.0,5.0,1320.0,358.0,0.0,,0.2777777777777778,2.393653682408596,1.5,,,1540.0,1540–1549,Netherlands,18.0,5.0,0.2777777777777778
753,1550,Netherlands,14.0,8.0,1320.0,358.0,0.0,,0.5714285714285714,2.111004122822376,1.5,,,1550.0,1550–1559,Netherlands,14.0,8.0,0.5714285714285714
754,1560,Netherlands,30.0,13.0,1320.0,358.0,1.0,,0.43333333333333335,3.0901936161855166,1.5,,,1560.0,1560–1569,Netherlands,30.0,13.0,0.43333333333333335
755,1570,Netherlands,6.0,0.0,1320.0,358.0,16.0,,0.0,1.381976597885342,1.5,,,1570.0,1570–1579,Netherlands,6.0,0.0,0.0
756,1580,Netherlands,25.0,10.0,1320.0,358.0,14.0,,0.4,2.8209479177387813,1.5,,,1580.0,1580–1589,Netherlands,25.0,10.0,0.4
757,1590,Netherlands,38.0,4.0,1320.0,358.0,10.0,,0.10526315789473684,3.477898169151024,1.5,,,1590.0,1590–1599,Netherlands,38.0,4.0,0.10526315789473684
758,1600,Netherlands,22.0,2.0,1320.0,358.0,4.0,,0.09090909090909091,2.6462837142006137,1.5,,,1600.0,1600–1609,Netherlands,22.0,2.0,0.09090909090909091
759,1610,Netherlands,22.0,0.0,1320.0,358.0,0.0,,0.0,2.6462837142006137,1.5,,,1610.0,1610–1619,Netherlands,22.0,0.0,0.0
760,1620,Netherlands,22.0,1.0,1320.0,358.0,4.0,,0.045454545454545456,2.6462837142006137,1.5,,,1620.0,1620–1629,Netherlands,22.0,1.0,0.045454545454545456
761,1630,Netherlands,15.0,0.0,1320.0,358.0,3.0,,0.0,2.1850968611841584,1.5,,,1630.0,1630–1639,Netherlands,15.0,0.0,0.0
762,1640,Netherlands,13.0,0.0,1320.0,358.0,2.0,,0.0,2.0342144725641096,1.5,,,1640.0,1640–1649,Netherlands,13.0,0.0,0.0
763,1650,Netherlands,30.0,0.0,1320.0,358.0,0.0,,0.0,3.0901936161855166,1.5,,,1650.0,1650–1659,Netherlands,30.0,0.0,0.0
764,1660,Netherlands,12.0,0.0,1320.0,358.0,0.0,,0.0,1.9544100476116797,1.5,,,1660.0,1660–1669,Netherlands,12.0,0.0,0.0
765,1670,Netherlands,13.0,0.0,1320.0,358.0,0.0,,0.0,2.0342144725641096,1.5,,,1670.0,1670–1679,Netherlands,13.0,0.0,0.0
766,1680,Netherlands,9.0,0.0,1320.0,358.0,0.0,,0.0,1.692568750643269,1.5,,,1680.0,1680–1689,Netherlands,9.0,0.0,0.0
767,1690,Netherlands,2.0,0.0,1320.0,358.0,0.0,,0.0,0.7978845608028654,1.5,,,1690.0,1690–1699,Netherlands,2.0,0.0,0.0
768,1700,Netherlands,3.0,0.0,1320.0,358.0,0.0,,0.0,0.9772050238058398,1.5,,,1700.0,1700–1709,Netherlands,3.0,0.0,0.0
769,1710,Netherlands,4.0,0.0,1320.0,358.0,0.0,,0.0,1.1283791670955126,1.5,,,1710.0,1710–1719,Netherlands,4.0,0.0,0.0
770,1720,Netherlands,2.0,0.0,1320.0,358.0,0.0,,0.0,0.7978845608028654,1.5,,,1720.0,1720–1729,Netherlands,2.0,0.0,0.0
771,1730,Netherlands,1.0,0.0,1320.0,358.0,0.0,,0.0,0.5641895835477563,1.5,,,1730.0,1730–1739,Netherlands,1.0,0.0,0.0
772,1740,Netherlands,3.0,0.0,1320.0,358.0,0.0,,0.0,0.9772050238058398,1.5,,,1740.0,1740–1749,Netherlands,3.0,0.0,0.0
773,1750,Netherlands,1.0,0.0,1320.0,358.0,0.0,,0.0,0.5641895835477563,1.5,,,1750.0,1750–1759,Netherlands,1.0,0.0,0.0
774,1760,Netherlands,2.0,0.0,1320.0,358.0,0.0,,0.0,0.7978845608028654,1.5,,,1760.0,1760–1769,Netherlands,2.0,0.0,0.0
775,1770,Netherlands,4.0,0.0,1320.0,358.0,0.0,,0.0,1.1283791670955126,1.5,,,1770.0,1770–1779,Netherlands,4.0,0.0,0.0
776,1780,Netherlands,1.0,0.0,1320.0,358.0,0.0,,0.0,0.5641895835477563,1.5,,,1780.0,1780–1789,Netherlands,1.0,0.0,0.0
777,1790,Netherlands,0.0,0.0,1320.0,358.0,0.0,,,0.0,0.0,,,,,,,,
778,1800,Netherlands,0.0,0.0,1320.0,358.0,0.0,,,0.0,0.0,,,,,,,,
779,1810,Netherlands,0.0,0.0,1320.0,358.0,0.0,,,0.0,0.0,,,,,,,,
780,1820,Netherlands,1.0,0.0,1320.0,358.0,0.0,,0.0,0.5641895835477563,1.5,,,1820.0,1820–1829,Netherlands,1.0,0.0,0.0
781,1830,Netherlands,1.0,0.0,1320.0,358.0,0.0,,0.0,0.5641895835477563,1.5,,,1830.0,1830–1839,Netherlands,1.0,0.0,0.0
782,1840,Netherlands,0.0,0.0,1320.0,358.0,0.0,,,0.0,0.0,,,,,,,,
783,1850,Netherlands,1.0,0.0,1320.0,358.0,0.0,,0.0,0.5641895835477563,1.5,,,1850.0,1850–1859,Netherlands,1.0,0.0,0.0
784,1300,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
785,1310,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
786,1320,Italy,1.0,0.0,1320.0,601.0,0.0,,0.0,0.5641895835477563,1.5,,,1320.0,1320–1329,Italy,1.0,0.0,0.0
787,1330,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
788,1340,Italy,1.0,0.0,1320.0,601.0,0.0,,0.0,0.5641895835477563,1.5,,,1340.0,1340–1349,Italy,1.0,0.0,0.0
789,1350,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
790,1360,Italy,1.0,0.0,1320.0,601.0,0.0,,0.0,0.5641895835477563,1.5,,,1360.0,1360–1369,Italy,1.0,0.0,0.0
791,1370,Italy,4.0,1.0,1320.0,601.0,0.0,,0.25,1.1283791670955126,1.5,,,1370.0,1370–1379,Italy,4.0,1.0,0.25
792,1380,Italy,4.0,1.0,1320.0,601.0,0.0,,0.25,1.1283791670955126,1.5,,,1380.0,1380–1389,Italy,4.0,1.0,0.25
793,1390,Italy,4.0,2.0,1320.0,601.0,0.0,,0.5,1.1283791670955126,1.5,,,1390.0,1390–1399,Italy,4.0,2.0,0.5
794,1400,Italy,2.0,0.0,1320.0,601.0,0.0,,0.0,0.7978845608028654,1.5,,,1400.0,1400–1409,Italy,2.0,0.0,0.0
795,1410,Italy,1.0,0.0,1320.0,601.0,0.0,,0.0,0.5641895835477563,1.5,,,1410.0,1410–1419,Italy,1.0,0.0,0.0
796,1420,Italy,7.0,4.0,1320.0,601.0,0.0,,0.5714285714285714,1.4927053303604616,1.5,,,1420.0,1420–1429,Italy,7.0,4.0,0.5714285714285714
797,1430,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
798,1440,Italy,1.0,1.0,1320.0,601.0,0.0,,1.0,0.5641895835477563,1.5,,,1440.0,1440–1449,Italy,1.0,1.0,1.0
799,1450,Italy,6.0,2.0,1320.0,601.0,0.0,,0.3333333333333333,1.381976597885342,1.5,,,1450.0,1450–1459,Italy,6.0,2.0,0.3333333333333333
800,1460,Italy,4.0,0.0,1320.0,601.0,0.0,,0.0,1.1283791670955126,1.5,,,1460.0,1460–1469,Italy,4.0,0.0,0.0
801,1470,Italy,12.0,8.0,1320.0,601.0,0.0,,0.6666666666666666,1.9544100476116797,1.5,,,1470.0,1470–1479,Italy,12.0,8.0,0.6666666666666666
802,1480,Italy,42.0,40.0,1320.0,601.0,0.0,,0.9523809523809523,3.656366395715726,1.5,,,1480.0,1480–1489,Italy,42.0,40.0,0.9523809523809523
803,1490,Italy,1.0,0.0,1320.0,601.0,0.0,,0.0,0.5641895835477563,1.5,,,1490.0,1490–1499,Italy,1.0,0.0,0.0
804,1500,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
805,1510,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
806,1520,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
807,1530,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
808,1540,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
809,1550,Italy,7.0,0.0,1320.0,601.0,1.0,,0.0,1.4927053303604616,1.5,,,1550.0,1550–1559,Italy,7.0,0.0,0.0
810,1560,Italy,2.0,0.0,1320.0,601.0,0.0,,0.0,0.7978845608028654,1.5,,,1560.0,1560–1569,Italy,2.0,0.0,0.0
811,1570,Italy,18.0,0.0,1320.0,601.0,0.0,,0.0,2.393653682408596,1.5,,,1570.0,1570–1579,Italy,18.0,0.0,0.0
812,1580,Italy,127.0,0.0,1320.0,601.0,0.0,,0.0,6.358093703724522,1.5,,,1580.0,1580–1589,Italy,127.0,0.0,0.0
813,1590,Italy,56.0,0.0,1320.0,601.0,0.0,,0.0,4.222008245644752,1.5,,,1590.0,1590–1599,Italy,56.0,0.0,0.0
814,1600,Italy,2.0,0.0,1320.0,601.0,0.0,,0.0,0.7978845608028654,1.5,,,1600.0,1600–1609,Italy,2.0,0.0,0.0
815,1610,Italy,35.0,0.0,1320.0,601.0,0.0,,0.0,3.3377905890622728,1.5,,,1610.0,1610–1619,Italy,35.0,0.0,0.0
816,1620,Italy,126.0,0.0,1320.0,601.0,2.0,,0.0,6.333012368467128,1.5,,,1620.0,1620–1629,Italy,126.0,0.0,0.0
817,1630,Italy,68.0,0.0,1320.0,601.0,6.0,,0.0,4.652426491681278,1.5,,,1630.0,1630–1639,Italy,68.0,0.0,0.0
818,1640,Italy,60.0,0.0,1320.0,601.0,6.0,,0.0,4.370193722368317,1.5,,,1640.0,1640–1649,Italy,60.0,0.0,0.0
819,1650,Italy,9.0,0.0,1320.0,601.0,0.0,,0.0,1.692568750643269,1.5,,,1650.0,1650–1659,Italy,9.0,0.0,0.0
820,1660,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
821,1670,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
822,1680,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
823,1690,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
824,1700,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
825,1710,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
826,1720,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
827,1730,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
828,1740,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
829,1750,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
830,1760,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
831,1770,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
832,1780,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
833,1790,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
834,1800,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
835,1810,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
836,1820,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
837,1830,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
838,1840,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
839,1850,Italy,0.0,0.0,1320.0,601.0,0.0,,,0.0,0.0,,,,,,,,
840,1300,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
841,1310,Austria,1.0,0.0,1310.0,83.0,0.0,,0.0,0.5641895835477563,1.5,,,1310.0,1310–1319,Austria,1.0,0.0,0.0
842,1320,Austria,3.0,0.0,1310.0,83.0,0.0,,0.0,0.9772050238058398,1.5,,,1320.0,1320–1329,Austria,3.0,0.0,0.0
843,1330,Austria,1.0,0.0,1310.0,83.0,0.0,,0.0,0.5641895835477563,1.5,,,1330.0,1330–1339,Austria,1.0,0.0,0.0
844,1340,Austria,1.0,0.0,1310.0,83.0,0.0,,0.0,0.5641895835477563,1.5,,,1340.0,1340–1349,Austria,1.0,0.0,0.0
845,1350,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
846,1360,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
847,1370,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
848,1380,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
849,1390,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
850,1400,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
851,1410,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
852,1420,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
853,1430,Austria,3.0,0.0,1310.0,83.0,0.0,,0.0,0.9772050238058398,1.5,,,1430.0,1430–1439,Austria,3.0,0.0,0.0
854,1440,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
855,1450,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
856,1460,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
857,1470,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
858,1480,Austria,57.0,0.0,1310.0,83.0,0.0,,0.0,4.259537945889915,1.5,,,1480.0,1480–1489,Austria,57.0,0.0,0.0
859,1490,Austria,2.0,1.0,1310.0,83.0,0.0,,0.5,0.7978845608028654,1.5,,,1490.0,1490–1499,Austria,2.0,1.0,0.5
860,1500,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
861,1510,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
862,1520,Austria,0.0,0.0,1310.0,83.0,1.0,,,0.0,0.0,,,,,,,,
863,1530,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
864,1540,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
865,1550,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
866,1560,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
867,1570,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
868,1580,Austria,11.0,11.0,1310.0,83.0,0.0,,1.0,1.8712051592547776,1.5,,,1580.0,1580–1589,Austria,11.0,11.0,1.0
869,1590,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
870,1600,Austria,1.0,0.0,1310.0,83.0,0.0,,0.0,0.5641895835477563,1.5,,,1600.0,1600–1609,Austria,1.0,0.0,0.0
871,1610,Austria,0.0,0.0,1310.0,83.0,2.0,,,0.0,0.0,,,,,,,,
872,1620,Austria,1.0,1.0,1310.0,83.0,2.0,,1.0,0.5641895835477563,1.5,,,1620.0,1620–1629,Austria,1.0,1.0,1.0
873,1630,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
874,1640,Austria,1.0,0.0,1310.0,83.0,0.0,,0.0,0.5641895835477563,1.5,,,1640.0,1640–1649,Austria,1.0,0.0,0.0
875,1650,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
876,1660,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
877,1670,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
878,1680,Austria,1.0,0.0,1310.0,83.0,0.0,,0.0,0.5641895835477563,1.5,,,1680.0,1680–1689,Austria,1.0,0.0,0.0
879,1690,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
880,1700,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
881,1710,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
882,1720,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
883,1730,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
884,1740,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
885,1750,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
886,1760,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
887,1770,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
888,1780,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
889,1790,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
890,1800,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
891,1810,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
892,1820,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
893,1830,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
894,1840,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
895,1850,Austria,0.0,0.0,1310.0,83.0,0.0,,,0.0,0.0,,,,,,,,
896,1300,UK,2.0,0.0,1300.0,1904.0,0.0,,0.0,0.7978845608028654,1.5,,,1300.0,1300–1309,UK,2.0,0.0,0.0
897,1310,UK,2.0,1.0,1300.0,1904.0,0.0,,0.5,0.7978845608028654,1.5,,,1310.0,1310–1319,UK,2.0,1.0,0.5
898,1320,UK,28.0,0.0,1300.0,1904.0,0.0,,0.0,2.985410660720923,1.5,,,1320.0,1320–1329,UK,28.0,0.0,0.0
899,1330,UK,5.0,0.0,1300.0,1904.0,0.0,,0.0,1.2615662610100802,1.5,,,1330.0,1330–1339,UK,5.0,0.0,0.0
900,1340,UK,0.0,0.0,1300.0,1904.0,0.0,,,0.0,0.0,,,,,,,,
901,1350,UK,0.0,0.0,1300.0,1904.0,0.0,,,0.0,0.0,,,,,,,,
902,1360,UK,1.0,1.0,1300.0,1904.0,0.0,,1.0,0.5641895835477563,1.5,,,1360.0,1360–1369,UK,1.0,1.0,1.0
903,1370,UK,2.0,0.0,1300.0,1904.0,0.0,,0.0,0.7978845608028654,1.5,,,1370.0,1370–1379,UK,2.0,0.0,0.0
904,1380,UK,3.0,1.0,1300.0,1904.0,0.0,,0.3333333333333333,0.9772050238058398,1.5,,,1380.0,1380–1389,UK,3.0,1.0,0.3333333333333333
905,1390,UK,0.0,0.0,1300.0,1904.0,0.0,,,0.0,0.0,,,,,,,,
906,1400,UK,0.0,0.0,1300.0,1904.0,0.0,,,0.0,0.0,,,,,,,,
907,1410,UK,2.0,0.0,1300.0,1904.0,0.0,,0.0,0.7978845608028654,1.5,,,1410.0,1410–1419,UK,2.0,0.0,0.0
908,1420,UK,2.0,0.0,1300.0,1904.0,0.0,,0.0,0.7978845608028654,1.5,,,1420.0,1420–1429,UK,2.0,0.0,0.0
909,1430,UK,12.0,0.0,1300.0,1904.0,0.0,,0.0,1.9544100476116797,1.5,,,1430.0,1430–1439,UK,12.0,0.0,0.0
910,1440,UK,10.0,2.0,1300.0,1904.0,0.0,,0.2,1.7841241161527712,1.5,,,1440.0,1440–1449,UK,10.0,2.0,0.2
911,1450,UK,5.0,0.0,1300.0,1904.0,0.0,,0.0,1.2615662610100802,1.5,,,1450.0,1450–1459,UK,5.0,0.0,0.0
912,1460,UK,3.0,0.0,1300.0,1904.0,0.0,,0.0,0.9772050238058398,1.5,,,1460.0,1460–1469,UK,3.0,0.0,0.0
913,1470,UK,4.0,1.0,1300.0,1904.0,0.0,,0.25,1.1283791670955126,1.5,,,1470.0,1470–1479,UK,4.0,1.0,0.25
914,1480,UK,5.0,0.0,1300.0,1904.0,0.0,,0.0,1.2615662610100802,1.5,,,1480.0,1480–1489,UK,5.0,0.0,0.0
