decade,place,tried,executed,lat,lon,mortality,country,event,year,war,battle,size_1,decade_hov
1560,Arnsberg,3.0,0.0,51.3119,7.9928,0.0,Germany,trial,,,,0.9772050238058398,1560–1569
1560,Banchory,,,57.053856,-2.49096,,United Kingdom,battle,1562.0,Marian Civil War,Corrichie,,1560–1569
1560,Basel-Landschaft,2.0,2.0,47.4581,7.7339,1.0,Switzerland,trial,,,,0.7978845608028654,1560–1569
1560,Bassac,,,45.663292,-0.104503,,France,battle,1569.0,French Wars of Religion,Jarnac,,1560–1569
1560,Basse-Normandie,6.0,0.0,48.9092,-0.4742,0.0,France,trial,,,,1.381976597885342,1560–1569
1560,Bern,5.0,0.0,46.8218,7.6225,0.0,Switzerland,trial,,,,1.2615662610100802,1560–1569
1560,Chartres,,,48.443854,1.489012,,France,battle,1568.0,French Wars of Religion,Chartres,,1560–1569
1560,Darmstadt,11.0,0.0,50.0613,8.7603,0.0,Germany,trial,,,,1.8712051592547776,1560–1569
1560,Dorset and Somerset,2.0,0.0,50.9956,-2.6741,0.0,United Kingdom,trial,,,,0.7978845608028654,1560–1569
1560,Dreux,,,48.736134,1.370889,,France,battle,1562.0,French Wars of Religion,Dreux,,1560–1569
1560,Eastern Scotland,5.0,0.0,56.4433,-4.181,0.0,United Kingdom,trial,,,,1.2615662610100802,1560–1569
1560,Essex,4.0,2.0,51.799,0.4809,0.5,United Kingdom,trial,,,,1.1283791670955126,1560–1569
1560,Freiburg,4.0,4.0,46.6994,7.0955,1.0,Switzerland,trial,,,,1.1283791670955126,1560–1569
1560,Freiburg,13.0,6.0,48.0237,8.2189,0.46153846153846156,Germany,trial,,,,2.0342144725641096,1560–1569
1560,Genève,21.0,9.0,46.2037,6.0889,0.42857142857142855,Switzerland,trial,,,,2.5854414729132054,1560–1569
1560,Gießen,2.0,0.0,50.7134,8.7915,0.0,Germany,trial,,,,0.7978845608028654,1560–1569
1560,Haute-Normandie,6.0,0.0,49.3909,1.0286,0.0,France,trial,,,,1.381976597885342,1560–1569
1560,Heiligerlee,,,53.1549624,7.0118901,,Netherlands,battle,1568.0,Eighty Years' War,Heiligerlee,,1560–1569
1560,Inverness,,,57.477773,-4.224721,,United Kingdom,battle,1562.0,Marian Civil War,Inverness,,1560–1569
1560,Jemgum,,,53.2682267,7.3849319,,Germany,battle,1568.0,Eighty Years' War,Jemmingen,,1560–1569
1560,Jodoigne,,,50.72336,4.87115,,Belgium,battle,1568.0,Eighty Years' War,Jodoigne,,1560–1569
1560,Karlsruhe,7.0,2.0,49.0144,8.6727,0.2857142857142857,Germany,trial,,,,1.4927053303604616,1560–1569
1560,Kent,1.0,0.0,51.2181,0.6693,0.0,United Kingdom,trial,,,,0.5641895835477563,1560–1569
1560,Koblenz,2.0,0.0,50.2543,7.5124,0.0,Germany,trial,,,,0.7978845608028654,1560–1569
1560,La Roche-l'Abeille,,,45.596783,1.240181,,France,battle,1569.0,French Wars of Religion,La Roche-L'Abeille,,1560–1569
1560,Langside,,,56.3016086,-3.9542091,,United Kingdom,battle,1568.0,Marian Civil War,Langside,,1560–1569
1560,Le Havre,,,49.49437,0.107929,,France,battle,1563.0,French Wars of Religion,Le Havre,,1560–1569
1560,Luzern,104.0,17.0,47.0895,8.1328,0.16346153846153846,Switzerland,trial,,,,5.753627391751592,1560–1569
1560,Magyarország,5.0,4.0,47.1616,19.4066,0.8,Hungary,trial,,,,1.2615662610100802,1560–1569
1560,Manner-Suomi,16.0,4.0,64.4974,26.2795,0.25,Finland,trial,,,,2.256758334191025,1560–1569
1560,Mittelfranken,14.0,2.0,49.3524,10.7811,0.14285714285714285,Germany,trial,,,,2.111004122822376,1560–1569
1560,Moncontour,,,48.361272,-2.63149,,France,battle,1569.0,French Wars of Religion,Moncontour,,1560–1569
1560,Musselburgh,,,55.941941,-3.053918,,United Kingdom,battle,1567.0,Marian Civil War,Carberry Hill,,1560–1569
1560,Neuchâtel,33.0,11.0,46.9925,6.7941,0.3333333333333333,Switzerland,trial,,,,3.2410224072142872,1560–1569
1560,Nidwalden,3.0,2.0,46.9426,8.4268,0.6666666666666666,Switzerland,trial,,,,0.9772050238058398,1560–1569
1560,Noord-Brabant,1.0,0.0,51.5461,5.4595,0.0,Netherlands,trial,,,,0.5641895835477563,1560–1569
1560,Noord-Holland,15.0,5.0,52.5945,4.9123,0.3333333333333333,Netherlands,trial,,,,2.1850968611841584,1560–1569
1560,Nord-Pas de Calais,14.0,0.0,50.4789,2.7098,0.0,France,trial,,,,2.111004122822376,1560–1569
1560,Norge,4.0,0.0,61.3875,9.2981,0.0,Norway,trial,,,,1.1283791670955126,1560–1569
1560,Obwalden,3.0,2.0,46.8527,8.2244,0.6666666666666666,Switzerland,trial,,,,0.9772050238058398,1560–1569
1560,Orleans,,,47.902964,1.909251,,France,battle,1563.0,French Wars of Religion,Orleans,,1560–1569
1560,Orthez,,,43.48756,-0.7739279,,France,battle,1569.0,French Wars of Religion,Orthez,,1560–1569
1560,Outer London — West and North West,10.0,0.0,51.5394,-0.3338,0.0,United Kingdom,trial,,,,1.7841241161527712,1560–1569
1560,Poitiers,,,46.580224,0.340375,,France,battle,1569.0,French Wars of Religion,Poitiers,,1560–1569
1560,Poitou-Charentes,4.0,4.0,46.1644,-0.0669,1.0,France,trial,,,,1.1283791670955126,1560–1569
1560,Prov. Brabant Wallon,1.0,1.0,50.6659,4.5923,1.0,Belgium,trial,,,,0.5641895835477563,1560–1569
1560,Prov. Hainaut,5.0,1.0,50.5255,3.917,0.2,Belgium,trial,,,,1.2615662610100802,1560–1569
1560,Prov. Liège,1.0,1.0,50.5203,5.731,1.0,Belgium,trial,,,,0.5641895835477563,1560–1569
1560,Prov. Namur,24.0,8.0,50.2736,4.867,0.3333333333333333,Belgium,trial,,,,2.763953195770684,1560–1569
1560,Prov. West-Vlaanderen,1.0,1.0,51.0178,3.0517,1.0,Belgium,trial,,,,0.5641895835477563,1560–1569
1560,Rouen,,,49.443232,1.099971,,France,battle,1562.0,French Wars of Religion,Rouen,,1560–1569
1560,Saint-Denis,,,48.936181,2.357443,,France,battle,1567.0,French Wars of Religion,Saint-Denis,,1560–1569
1560,Saint-Jean-d'Angely,,,45.944823,-0.517763,,France,battle,1569.0,French Wars of Religion,Saint-Jean-d'Angely,,1560–1569
1560,Schwaben,10.0,0.0,48.168,10.5277,0.0,Germany,trial,,,,1.7841241161527712,1560–1569
1560,Schwyz,1.0,1.0,47.0678,8.7659,1.0,Switzerland,trial,,,,0.5641895835477563,1560–1569
1560,Solothurn,20.0,9.0,47.3306,7.6783,0.45,Switzerland,trial,,,,2.5231325220201604,1560–1569
1560,Southern Scotland,1.0,0.0,55.3604,-3.6962,0.0,United Kingdom,trial,,,,0.5641895835477563,1560–1569
1560,St. Gallen,1.0,0.0,47.1144,9.371,0.0,Switzerland,trial,,,,0.5641895835477563,1560–1569
1560,Stirling,,,56.1165227,-3.9369029,,United Kingdom,battle,1565.0,Marian Civil War,Chaseabout Raid,,1560–1569
1560,Stuttgart,103.0,90.0,49.0149,9.624,0.8737864077669902,Germany,trial,,,,5.725898905580716,1560–1569
1560,Tees Valley and Durham,1.0,0.0,54.6684,-1.7005,0.0,United Kingdom,trial,,,,0.5641895835477563,1560–1569
1560,Ticino,7.0,4.0,46.3045,8.8082,0.5714285714285714,Switzerland,trial,,,,1.4927053303604616,1560–1569
1560,Trier,2.0,0.0,49.9762,6.703,0.0,Germany,trial,,,,0.7978845608028654,1560–1569
1560,Tübingen,7.0,2.0,48.1316,9.5041,0.2857142857142857,Germany,trial,,,,1.4927053303604616,1560–1569
1560,Unterfranken,1.0,1.0,50.0119,9.9396,1.0,Germany,trial,,,,0.5641895835477563,1560–1569
1560,Uri,2.0,1.0,46.7739,8.6285,0.5,Switzerland,trial,,,,0.7978845608028654,1560–1569
1560,Valenciennes,,,50.357113,3.518332,,France,battle,1566.0,Eighty Years' War,Valenciennes,,1560–1569
1560,Veneto,2.0,0.0,45.661,11.8546,0.0,Italy,trial,,,,0.7978845608028654,1560–1569
1560,Vergt,,,45.026165,0.7193119,,France,battle,1562.0,French Wars of Religion,Vergt,,1560–1569
1560,Wassy,,,48.499508,4.948753,,France,battle,1562.0,French Wars of Religion,Vassy,,1560–1569
1560,Zeeland,2.0,1.0,51.3073,3.7883,0.5,Netherlands,trial,,,,0.7978845608028654,1560–1569
1560,Zuid-Holland,11.0,6.0,51.9388,4.4867,0.5454545454545454,Netherlands,trial,,,,1.8712051592547776,1560–1569
1560,Zürich,16.0,6.0,47.4074,8.6461,0.375,Switzerland,trial,,,,2.256758334191025,1560–1569
1570,Aalst,,,50.9378101,4.0409517,,Belgium,battle,1576.0,Eighty Years' War,Aalst,,1570–1579
1570,Aargau,9.0,7.0,47.4112,8.1543,0.7777777777777778,Switzerland,trial,,,,1.692568750643269,1570–1579
1570,Alkmaar,,,52.6323813,4.7533754,,Netherlands,battle,1573.0,Eighty Years' War,Alkmaar,,1570–1579
1570,Antwerp,,,51.2194475,4.4024643,,Belgium,battle,1576.0,Eighty Years' War,Antwerp,,1570–1579
1570,Appenzell Ausserrhoden,1.0,1.0,47.3855,9.4368,1.0,Switzerland,trial,,,,0.5641895835477563,1570–1579
1570,Arnay-le-Duc,,,47.130623,4.485898,,France,battle,1570.0,French Wars of Religion,Arnay-le-Duc,,1570–1579
1570,Arnsberg,24.0,22.0,51.3119,7.9928,0.9166666666666666,Germany,trial,,,,2.763953195770684,1570–1579
1570,Basel-Landschaft,2.0,2.0,47.4581,7.7339,1.0,Switzerland,trial,,,,0.7978845608028654,1570–1579
1570,Basse-Normandie,6.0,0.0,48.9092,-0.4742,0.0,France,trial,,,,1.381976597885342,1570–1579
1570,"Berkshire, Buckinghamshire and Oxfordshire",6.0,4.0,51.7136,-1.0968,0.6666666666666666,United Kingdom,trial,,,,1.381976597885342,1570–1579
1570,Bern,5.0,0.0,46.8218,7.6225,0.0,Switzerland,trial,,,,1.2615662610100802,1570–1579
1570,Bourgogne,1.0,1.0,47.2537,4.1531,1.0,France,trial,,,,0.5641895835477563,1570–1579
1570,Brielle,,,51.902582,4.1636846,,Netherlands,battle,1572.0,Eighty Years' War,Brielle,,1570–1579
1570,Buren,,,51.9103889,5.3340584,,Netherlands,battle,1575.0,Eighty Years' War,Buren,,1570–1579
1570,Darmstadt,12.0,0.0,50.0613,8.7603,0.0,Germany,trial,,,,1.9544100476116797,1570–1579
1570,Dormans,,,49.07464,3.638479,,France,battle,1575.0,French Wars of Religion,Dormans,,1570–1579
1570,East Anglia,1.0,0.0,52.4502,0.7184,0.0,United Kingdom,trial,,,,0.5641895835477563,1570–1579
1570,Eastern Scotland,5.0,1.0,56.4433,-4.181,0.2,United Kingdom,trial,,,,1.2615662610100802,1570–1579
1570,Edinburgh,,,55.953252,-3.188267,,United Kingdom,battle,1573.0,Marian Civil War,Edinburgh,,1570–1579
1570,Essex,7.0,3.0,51.799,0.4809,0.42857142857142855,United Kingdom,trial,,,,1.4927053303604616,1570–1579
1570,Franche-Comté,1.0,1.0,47.1972,6.0795,1.0,France,trial,,,,0.5641895835477563,1570–1579
1570,Freiburg,4.0,4.0,46.6994,7.0955,1.0,Switzerland,trial,,,,1.1283791670955126,1570–1579
1570,Freiburg,86.0,71.0,48.0237,8.2189,0.8255813953488372,Germany,trial,,,,5.232078956954491,1570–1579
1570,Geertruidenberg,,,51.7023659,4.8499781,,Netherlands,battle,1573.0,Eighty Years' War,Geertruidenberg,,1570–1579
1570,Gembloux,,,50.56515,4.68843,,Belgium,battle,1578.0,Eighty Years' War,Gembloux,,1570–1579
1570,Genève,16.0,6.0,46.2037,6.0889,0.375,Switzerland,trial,,,,2.256758334191025,1570–1579
1570,Haarlem,,,52.3873878,4.6462194,,Netherlands,battle,1572.0,Eighty Years' War,Haarlem,,1570–1579
1570,Hampshire and Isle of Wight,1.0,0.0,51.0785,-1.2729,0.0,United Kingdom,trial,,,,0.5641895835477563,1570–1579
1570,Haute-Normandie,6.0,0.0,49.3909,1.0286,0.0,France,trial,,,,1.381976597885342,1570–1579
1570,Highlands and Islands,1.0,0.0,57.2257,-4.7091,0.0,United Kingdom,trial,,,,0.5641895835477563,1570–1579
1570,Ijsselmeer,,,52.7978321,5.3235903,,Netherlands,battle,1573.0,Eighty Years' War,Zuyder Zee (Zuiderzee),,1570–1579
1570,Ile-de-France,2.0,2.0,48.7196,2.5234,1.0,France,trial,,,,0.7978845608028654,1570–1579
1570,Issoire,,,45.54151,3.248128,,France,battle,1577.0,French Wars of Religion,Issoire,,1570–1579
1570,Karlsruhe,44.0,43.0,49.0144,8.6727,0.9772727272727273,Germany,trial,,,,3.742410318509555,1570–1579
1570,Kent,4.0,0.0,51.2181,0.6693,0.0,United Kingdom,trial,,,,1.1283791670955126,1570–1579
1570,Koblenz,4.0,2.0,50.2543,7.5124,0.5,Germany,trial,,,,1.1283791670955126,1570–1579
1570,La Charite-sur-Loire,,,47.177091,3.018014,,France,battle,1577.0,French Wars of Religion,La Charite-sur-Loire,,1570–1579
1570,La Rochelle,,,46.160329,-1.151139,,France,battle,1572.0,French Wars of Religion,La Rochelle,,1570–1579
1570,Leiden,,,52.1601144,4.4970097,,Netherlands,battle,1573.0,Eighty Years' War,Leyden (Leiden),,1570–1579
1570,Lorraine,45.0,0.0,48.755,6.1359,0.0,France,trial,,,,3.7846987830302403,1570–1579
1570,Luzern,104.0,17.0,47.0895,8.1328,0.16346153846153846,Switzerland,trial,,,,5.753627391751592,1570–1579
1570,Maastricht,,,50.8513682,5.6909725,,Netherlands,battle,1579.0,Eighty Years' War,Maastricht,,1570–1579
1570,Magyarország,5.0,1.0,47.1616,19.4066,0.2,Hungary,trial,,,,1.2615662610100802,1570–1579
1570,Manner-Suomi,22.0,3.0,64.4974,26.2795,0.13636363636363635,Finland,trial,,,,2.6462837142006137,1570–1579
1570,Mechelen,,,51.0258761,4.4775362,,Belgium,battle,1572.0,Eighty Years' War,Mechelen,,1570–1579
1570,Mechelen,,,51.0258761,4.4775362,,Belgium,battle,1579.0,Eighty Years' War,Mechelen,,1570–1579
1570,Mecklenburg-Vorpommern,178.0,0.0,53.7138,12.4675,0.0,Germany,trial,,,,7.527227892173502,1570–1579
1570,Middleburg,,,51.4987962,3.610998,,Netherlands,battle,1572.0,Eighty Years' War,Middelburg,,1570–1579
1570,Mittelfranken,48.0,17.0,49.3524,10.7811,0.3541666666666667,Germany,trial,,,,3.9088200952233594,1570–1579
1570,Mons,,,50.4542408,3.956659,,Belgium,battle,1572.0,Eighty Years' War,Mons,,1570–1579
1570,Mook en Middelaar,,,51.7521696,5.8962161,,Netherlands,battle,1574.0,Eighty Years' War,Mookerheyde,,1570–1579
1570,Naarden,,,52.2952549,5.1604238,,Netherlands,battle,1572.0,Eighty Years' War,Naarden,,1570–1579
1570,Namur,,,50.4673883,4.8719854,,Belgium,battle,1577.0,Eighty Years' War,Namur,,1570–1579
1570,Neuchâtel,37.0,11.0,46.9925,6.7941,0.2972972972972973,Switzerland,trial,,,,3.431831258788849,1570–1579
1570,Nidwalden,3.0,2.0,46.9426,8.4268,0.6666666666666666,Switzerland,trial,,,,0.9772050238058398,1570–1579
1570,Noord-Holland,2.0,0.0,52.5945,4.9123,0.0,Netherlands,trial,,,,0.7978845608028654,1570–1579
1570,Nord-Pas de Calais,14.0,0.0,50.4789,2.7098,0.0,France,trial,,,,2.111004122822376,1570–1579
1570,Norge,25.0,3.0,61.3875,9.2981,0.12,Norway,trial,,,,2.8209479177387813,1570–1579
1570,Oberfranken,4.0,4.0,50.0492,11.383,1.0,Germany,trial,,,,1.1283791670955126,1570–1579
1570,Obwalden,3.0,2.0,46.8527,8.2244,0.6666666666666666,Switzerland,trial,,,,0.9772050238058398,1570–1579
1570,Oudenaarde,,,50.846955,3.601368,,Belgium,battle,1578.0,Eighty Years' War,Oudenaarde,,1570–1579
1570,Outer London — West and North West,6.0,1.0,51.5394,-0.3338,0.16666666666666666,United Kingdom,trial,,,,1.381976597885342,1570–1579
1570,Paris,,,48.856614,2.3522219,,France,battle,1572.0,French Wars of Religion,St. Bartholomew's Eve,,1570–1579
1570,Pays de la Loire,1.0,1.0,47.4936,-0.7959,1.0,France,trial,,,,0.5641895835477563,1570–1579
1570,Prov. Hainaut,2.0,1.0,50.5255,3.917,0.5,Belgium,trial,,,,0.7978845608028654,1570–1579
1570,Prov. Namur,8.0,3.0,50.2736,4.867,0.375,Belgium,trial,,,,1.5957691216057308,1570–1579
1570,Prov. West-Vlaanderen,1.0,0.0,51.0178,3.0517,0.0,Belgium,trial,,,,0.5641895835477563,1570–1579
1570,Rijmenam,,,51.0037609,4.5902677,,Belgium,battle,1578.0,Eighty Years' War,Rymenant (Rijmenam),,1570–1579
1570,Saarland,1.0,0.0,49.3922,6.957,0.0,Germany,trial,,,,0.5641895835477563,1570–1579
1570,Sancerre,,,47.329583,2.839867,,France,battle,1573.0,French Wars of Religion,Sancerre,,1570–1579
1570,Schoonhoven,,,51.9525204,4.8432204,,Netherlands,battle,1575.0,Eighty Years' War,Schoonhoven,,1570–1579
1570,Schwaben,53.0,50.0,48.168,10.5277,0.9433962264150944,Germany,trial,,,,4.1073621666150775,1570–1579
1570,Schwyz,1.0,1.0,47.0678,8.7659,1.0,Switzerland,trial,,,,0.5641895835477563,1570–1579
1570,Shropshire and Staffordshire,2.0,1.0,52.7367,-2.4072,0.5,United Kingdom,trial,,,,0.7978845608028654,1570–1579
1570,Solothurn,20.0,9.0,47.3306,7.6783,0.45,Switzerland,trial,,,,2.5231325220201604,1570–1579
1570,Southern,39.0,0.0,52.3625,-8.3667,0.0,Ireland,trial,,,,3.523362819972964,1570–1579
1570,Southern Scotland,2.0,0.0,55.3604,-3.6962,0.0,United Kingdom,trial,,,,0.7978845608028654,1570–1579
1570,St. Gallen,1.0,0.0,47.1144,9.371,0.0,Switzerland,trial,,,,0.5641895835477563,1570–1579
1570,Stuttgart,10.0,5.0,49.0149,9.624,0.5,Germany,trial,,,,1.7841241161527712,1570–1579
1570,"Surrey, East and West Sussex",3.0,0.0,51.0593,-0.2235,0.0,United Kingdom,trial,,,,0.9772050238058398,1570–1579
1570,Syddanmark,4.0,0.0,55.4038,9.0569,0.0,Denmark,trial,,,,1.1283791670955126,1570–1579
1570,Ticino,7.0,4.0,46.3045,8.8082,0.5714285714285714,Switzerland,trial,,,,1.4927053303604616,1570–1579
1570,Trier,4.0,2.0,49.9762,6.703,0.5,Germany,trial,,,,1.1283791670955126,1570–1579
1570,Tübingen,82.0,77.0,48.1316,9.5041,0.9390243902439024,Germany,trial,,,,5.108953969950291,1570–1579
1570,Veneto,18.0,0.0,45.661,11.8546,0.0,Italy,trial,,,,2.393653682408596,1570–1579
1570,Vlissingen,,,51.4536672,3.5709125,,Netherlands,battle,1572.0,Eighty Years' War,Flushing,,1570–1579
1570,Walcheren,,,52.0604289,5.1369542,,Netherlands,battle,1574.0,Eighty Years' War,Walcheren (Reimerswaal),,1570–1579
1570,Zierikzee,,,51.6501218,3.9184977,,Netherlands,battle,1575.0,Eighty Years' War,Zierikzee,,1570–1579
1570,Zuid-Holland,4.0,0.0,51.9388,4.4867,0.0,Netherlands,trial,,,,1.1283791670955126,1570–1579
1570,Zutphen,,,52.142736,6.1960584,,Netherlands,battle,1572.0,Eighty Years' War,Zutphen,,1570–1579
1570,Zürich,16.0,6.0,47.4074,8.6461,0.375,Switzerland,trial,,,,2.256758334191025,1570–1579
1580,Aachen,,,50.7753455,6.0838868,,Germany,battle,1581.0,Eighty Years' War,Aachen,,1580–1589
1580,Aargau,30.0,28.0,47.4112,8.1543,0.9333333333333333,Switzerland,trial,,,,3.0901936161855166,1580–1589
1580,Alsace,5.0,4.0,48.3183,7.4515,0.8,France,trial,,,,1.2615662610100802,1580–1589
1580,Antwerp,,,51.2194475,4.4024643,,Belgium,battle,1584.0,Eighty Years' War,Antwerp,,1580–1589
1580,Appenzell Ausserrhoden,1.0,1.0,47.3855,9.4368,1.0,Switzerland,trial,,,,0.5641895835477563,1580–1589
1580,Arnhem,,,51.174422,4.8279351,,Belgium,battle,1585.0,Eighty Years' War,Arnhem,,1580–1589
1580,Arnsberg,25.0,11.0,51.3119,7.9928,0.44,Germany,trial,,,,2.8209479177387813,1580–1589
1580,Arques-la-Bataille,,,49.880241,1.125068,,France,battle,1589.0,French Wars of Religion,Arques,,1580–1589
1580,Auneau,,,48.4622839,1.773238,,France,battle,1587.0,French Wars of Religion,Auneau,,1580–1589
1580,Auvergne,1.0,1.0,45.6611,3.1584,1.0,France,trial,,,,0.5641895835477563,1580–1589
1580,Axel,,,51.2668789,3.9094234,,Netherlands,battle,1585.0,Eighty Years' War,Axel,,1580–1589
1580,Basel-Landschaft,2.0,2.0,47.4581,7.7339,1.0,Switzerland,trial,,,,0.7978845608028654,1580–1589
1580,Basse-Normandie,16.0,8.0,48.9092,-0.4742,0.5,France,trial,,,,2.256758334191025,1580–1589
1580,Bergen op Zoom,,,51.4945758,4.2871622,,Netherlands,battle,1588.0,Eighty Years' War,Bergen-op-Zoom,,1580–1589
1580,"Berkshire, Buckinghamshire and Oxfordshire",2.0,0.0,51.7136,-1.0968,0.0,United Kingdom,trial,,,,0.7978845608028654,1580–1589
1580,Bern,5.0,0.0,46.8218,7.6225,0.0,Switzerland,trial,,,,1.2615662610100802,1580–1589
1580,Bonn,,,50.73743,7.0982068,,Germany,battle,1584.0,Eighty Years' War,Bonn,,1580–1589
1580,Brussels,,,50.8503396,4.3517103,,Belgium,battle,1585.0,Eighty Years' War,Brussels,,1580–1589
1580,Cahors,,,44.4475229,1.441989,,France,battle,1580.0,French Wars of Religion,Cahors,,1580–1589
1580,Centre — Val de Loire,14.0,0.0,47.4811,1.6776,0.0,France,trial,,,,2.111004122822376,1580–1589
1580,Cornwall and Isles of Scilly,1.0,0.0,50.4401,-4.7762,0.0,United Kingdom,trial,,,,0.5641895835477563,1580–1589
1580,Coutras,,,45.04067,-0.129361,,France,battle,1587.0,French Wars of Religion,Coutras,,1580–1589
1580,Darmstadt,6.0,0.0,50.0613,8.7603,0.0,Germany,trial,,,,1.381976597885342,1580–1589
1580,Derbyshire and Nottinghamshire,2.0,0.0,53.0705,-1.4046,0.0,United Kingdom,trial,,,,0.7978845608028654,1580–1589
1580,Deventer,,,52.2660751,6.1552165,,Netherlands,battle,1587.0,Eighty Years' War,Deventer,,1580–1589
1580,Dorset and Somerset,4.0,0.0,50.9956,-2.6741,0.0,United Kingdom,trial,,,,1.1283791670955126,1580–1589
1580,Dunkirk,,,51.0343684,2.3767763,,France,battle,1583.0,Eighty Years' War,Dunkirk,,1580–1589
1580,East Anglia,4.0,1.0,52.4502,0.7184,0.25,United Kingdom,trial,,,,1.1283791670955126,1580–1589
1580,Eastern Scotland,6.0,0.0,56.4433,-4.181,0.0,United Kingdom,trial,,,,1.381976597885342,1580–1589
1580,Eesti,7.0,5.0,58.6709,25.8548,0.7142857142857143,Estonia,trial,,,,1.4927053303604616,1580–1589
1580,Eindhoven,,,51.441642,5.4697225,,Netherlands,battle,1583.0,Eighty Years' War,Eindhoven,,1580–1589
1580,Essex,24.0,16.0,51.799,0.4809,0.6666666666666666,United Kingdom,trial,,,,2.763953195770684,1580–1589
1580,Freiburg,4.0,4.0,46.6994,7.0955,1.0,Switzerland,trial,,,,1.1283791670955126,1580–1589
1580,Freiburg,126.0,114.0,48.0237,8.2189,0.9047619047619048,Germany,trial,,,,6.333012368467128,1580–1589
1580,Geertruidenberg,,,51.7023659,4.8499781,,Netherlands,battle,1588.0,Eighty Years' War,Gertruydenberg (Geertruidenberg),,1580–1589
1580,Genève,11.0,4.0,46.2037,6.0889,0.36363636363636365,Switzerland,trial,,,,1.8712051592547776,1580–1589
1580,Ghent,,,51.0543422,3.7174243,,Belgium,battle,1584.0,Eighty Years' War,Ghent,,1580–1589
1580,Grave,,,51.7589248,5.7383579,,Netherlands,battle,1586.0,Eighty Years' War,Grave,,1580–1589
1580,Groningen,,,53.2193835,6.5665018,,Netherlands,battle,1581.0,Eighty Years' War,Noordhorn,,1580–1589
1580,Hardenberg,,,52.5754084,6.6166947,,Netherlands,battle,1580.0,Eighty Years' War,Hardenberg Heath,,1580–1589
1580,Haute-Normandie,16.0,8.0,49.3909,1.0286,0.5,France,trial,,,,2.256758334191025,1580–1589
1580,Highlands and Islands,1.0,0.0,57.2257,-4.7091,0.0,United Kingdom,trial,,,,0.5641895835477563,1580–1589
1580,Ile-de-France,1.0,1.0,48.7196,2.5234,1.0,France,trial,,,,0.5641895835477563,1580–1589
1580,Karlsruhe,52.0,46.0,49.0144,8.6727,0.8846153846153846,Germany,trial,,,,4.068428945128219,1580–1589
1580,Kent,6.0,1.0,51.2181,0.6693,0.16666666666666666,United Kingdom,trial,,,,1.381976597885342,1580–1589
1580,Koblenz,126.0,121.0,50.2543,7.5124,0.9603174603174603,Germany,trial,,,,6.333012368467128,1580–1589
1580,Kollum,,,53.2801424,6.1477459,,Netherlands,battle,1581.0,Eighty Years' War,Kollum,,1580–1589
1580,Lorraine,256.0,53.0,48.755,6.1359,0.20703125,France,trial,,,,9.0270333367641,1580–1589
1580,Luxembourg,38.0,33.0,49.771,6.0943,0.868421052631579,Luxembourg,trial,,,,3.477898169151024,1580–1589
1580,Luzern,104.0,17.0,47.0895,8.1328,0.16346153846153846,Switzerland,trial,,,,5.753627391751592,1580–1589
1580,Magyarország,17.0,11.0,47.1616,19.4066,0.6470588235294118,Hungary,trial,,,,2.326213245840639,1580–1589
1580,Manner-Suomi,15.0,2.0,64.4974,26.2795,0.13333333333333333,Finland,trial,,,,2.1850968611841584,1580–1589
1580,Mechelen,,,51.0258761,4.4775362,,Belgium,battle,1580.0,Eighty Years' War,Mechelen,,1580–1589
1580,Mechelen,,,51.0258761,4.4775362,,Belgium,battle,1585.0,Eighty Years' War,Mechelen,,1580–1589
1580,Mecklenburg-Vorpommern,178.0,0.0,53.7138,12.4675,0.0,Germany,trial,,,,7.527227892173502,1580–1589
1580,Medemblik,,,52.7674467,5.1069179,,Netherlands,battle,1588.0,Eighty Years' War,Medemblik,,1580–1589
1580,Mittelfranken,179.0,97.0,49.3524,10.7811,0.5418994413407822,Germany,trial,,,,7.54834217738561,1580–1589
1580,Neuchâtel,38.0,11.0,46.9925,6.7941,0.2894736842105263,Switzerland,trial,,,,3.477898169151024,1580–1589
1580,Neuss,,,51.2041968,6.6879511,,Germany,battle,1585.0,Eighty Years' War,Neuss,,1580–1589
1580,Nidwalden,3.0,2.0,46.9426,8.4268,0.6666666666666666,Switzerland,trial,,,,0.9772050238058398,1580–1589
1580,Noord-Holland,3.0,0.0,52.5945,4.9123,0.0,Netherlands,trial,,,,0.9772050238058398,1580–1589
1580,Nord-Pas de Calais,14.0,0.0,50.4789,2.7098,0.0,France,trial,,,,2.111004122822376,1580–1589
1580,Norge,17.0,5.0,61.3875,9.2981,0.29411764705882354,Norway,trial,,,,2.326213245840639,1580–1589
1580,North Yorkshire,4.0,0.0,54.182,-1.4153,0.0,United Kingdom,trial,,,,1.1283791670955126,1580–1589
1580,Northumberland and Tyne and Wear,4.0,0.0,55.2213,-2.0012,0.0,United Kingdom,trial,,,,1.1283791670955126,1580–1589
1580,Obwalden,3.0,2.0,46.8527,8.2244,0.6666666666666666,Switzerland,trial,,,,0.9772050238058398,1580–1589
1580,Outer London — West and North West,9.0,2.0,51.5394,-0.3338,0.2222222222222222,United Kingdom,trial,,,,1.692568750643269,1580–1589
1580,Prov. Hainaut,2.0,0.0,50.5255,3.917,0.0,Belgium,trial,,,,0.7978845608028654,1580–1589
1580,Prov. Liège,1.0,0.0,50.5203,5.731,0.0,Belgium,trial,,,,0.5641895835477563,1580–1589
